"last_name, first_name","player_id","year","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","b_total_bases","woba"
"Buss, Nick",502544,2016,1,26.7,6.7,".198",".346",".247","0.593","8","28",".254"
"Schafer, Logan",502582,2016,0,21.6,10.8,".238",".317",".342","0.659","1","20",".300"
"Anderson, Chase",502624,2016,0,51.9,1.9,".089",".089",".128","0.217","1","4",".105"
"Goldschmidt, Paul",502671,2016,24,21.3,15.6,".297",".489",".411","0.900","95","283",".382"
"Figueroa, Cole",502676,2016,0,7.4,3.7,".154",".154",".185","0.339","3","4",".156"
"Lalli, Blake",503351,2016,0,23.1,0,".154",".231",".154","0.385","1","3",".163"
"Beresford, James",503437,2016,0,25,4.2,".227",".273",".261","0.534","0","6",".237"
"De La Cruz, Joel",503444,2016,0,44.4,0,".188",".188",".188","0.376","1","3",".165"
"Peralta, Wily",503449,2016,1,36.6,0,".128",".231",".125","0.356","6","9",".147"
"Gonzalez, Marwin",503556,2016,13,22.8,4.2,".254",".401",".293","0.694","51","194",".298"
"Nicasio, Juan",504379,2016,0,35,0,".158",".158",".158","0.316","1","3",".139"
"Amarista, Alexi",506560,2016,0,17.3,5.3,".257",".271",".295","0.566","11","38",".248"
"León, Sandy",506702,2016,7,23.3,8.1,".310",".476",".369","0.845","35","120",".362"
"Peña, Francisco",506747,2016,1,32.6,4.7,".200",".275",".238","0.513","3","11",".227"
"Cardullo, Stephen",506924,2016,2,20.3,5.1,".214",".411",".254","0.665","6","23",".282"
"Altuve, Jose",514888,2016,24,9.8,8.4,".338",".531",".396","0.927","96","340",".391"
"Tejada, Rubén",514913,2016,0,16.7,9,".167",".242",".247","0.489","5","16",".221"
"Hernández, César",514917,2016,6,18.6,10.6,".294",".393",".371","0.764","39","215",".335"
"Segura, Jean",516416,2016,20,14.6,5.6,".319",".499",".368","0.867","64","318",".371"
"Castro, Starlin",516770,2016,21,19.3,3.9,".270",".433",".300","0.733","70","250",".313"
"Marte, Starling",516782,2016,9,19.7,4.3,".311",".456",".362","0.818","46","223",".351"
"Lake, Junior",516809,2016,1,28.2,10.3,".200",".371",".282","0.653","2","13",".286"
"Sánchez, Héctor",516949,2016,3,18.5,7.4,".265",".469",".333","0.802","8","23",".346"
"Pirela, José",517369,2016,0,22,2.4,".154",".205",".175","0.380","0","8",".167"
"Paredes, Jimmy",517370,2016,5,28.7,4.2,".222",".367",".253","0.620","19","58",".266"
"Bettis, Chad",518452,2016,0,36.2,6.9,".041",".041",".113","0.154","2","2",".085"
"Blash, Jabari",518466,2016,3,40.5,13.1,".169",".324",".298","0.622","5","23",".282"
"Brentz, Bryce",518490,2016,1,26.6,4.7,".279",".377",".313","0.690","7","23",".301"
"Bumgarner, Madison",518516,2016,3,44.3,10.3,".186",".360",".268","0.628","9","31",".274"
"Centeno, Juan",518542,2016,3,19.8,6.3,".261",".392",".312","0.704","25","69",".306"
"Clemens, Paul",518560,2016,0,47.8,4.3,".000",".000",".045","0.045","0","0",".031"
"Colón, Christian",518568,2016,1,19.3,6.8,".231",".293",".294","0.587","13","43",".264"
"Cowgill, Collin",518577,2016,0,50,14.3,".083",".083",".214","0.297","0","1",".161"
"Culberson, Charlie",518586,2016,1,19.1,1.5,".299",".388",".309","0.697","7","26",".301"
"d'Arnaud, Travis",518595,2016,4,18.1,6.9,".247",".323",".307","0.630","15","81",".279"
"Descalso, Daniel",518614,2016,8,19.4,11.8,".264",".424",".349","0.773","38","106",".332"
"Dietrich, Derek",518618,2016,7,20.4,7.8,".279",".425",".374","0.799","42","149",".348"
"Dominguez, Matt",518625,2016,0,25,8.3,".000",".000",".083","0.083","0","0",".058"
"Donaldson, Josh",518626,2016,37,17,15.6,".284",".549",".404","0.953","99","317",".403"
"Eibner, Brett",518649,2016,6,24,9.1,".193",".353",".266","0.619","22","66",".268"
"Elmore, Jake",518653,2016,0,17.2,17.2,".218",".244",".371","0.615","4","19",".293"
"Freeman, Freddie",518692,2016,34,24.7,12.8,".302",".569",".400","0.969","91","335",".402"
"Fryer, Eric",518700,2016,0,18.8,9.8,".267",".319",".336","0.655","13","37",".293"
"Grandal, Yasmani",518735,2016,27,25.4,14,".228",".477",".339","0.816","72","186",".350"
"Harvey, Matt",518774,2016,0,32,0,".136",".182",".136","0.318","0","4",".136"
"Heyward, Jason",518792,2016,7,15.7,9.1,".230",".325",".306","0.631","49","172",".282"
"LeMahieu, DJ",518934,2016,11,12.6,10.4,".348",".495",".416","0.911","66","273",".391"
"Lough, David",518953,2016,0,10.1,11.4,".239",".313",".342","0.655","4","21",".292"
"Lucroy, Jonathan",518960,2016,24,18.4,8.6,".292",".500",".355","0.855","81","245",".362"
"Mastroianni, Darin",518991,2016,0,36.4,18.2,".000",".000",".182","0.182","0","0",".126"
"Mesoraco, Devin",519023,2016,0,18.2,9.1,".140",".160",".218","0.378","1","8",".181"
"Middlebrooks, Will",519025,2016,0,41.9,12.9,".111",".111",".226","0.337","1","3",".174"
"Moore, Matt",519043,2016,0,37.1,0,".097",".097",".097","0.194","0","3",".085"
"Moreland, Mitch",519048,2016,22,23.5,7,".233",".422",".298","0.720","60","194",".307"
"Moustakas, Mike",519058,2016,7,11.5,8,".240",".500",".301","0.801","13","52",".339"
"Nelson, Jimmy",519076,2016,0,54.2,3.4,".080",".080",".115","0.195","3","4",".094"
"Noonan, Nick",519082,2016,0,25,5,".167",".167",".200","0.367","1","3",".166"
"Norris, Derek",519083,2016,14,30.3,7.9,".186",".328",".255","0.583","42","136",".252"
"Pomeranz, Drew",519141,2016,1,56.8,0,".143",".229",".143","0.372","4","8",".158"
"Revere, Ben",519184,2016,2,9.1,4.8,".217",".300",".260","0.560","24","105",".246"
"Rizzo, Anthony",519203,2016,32,16,10.9,".292",".544",".385","0.929","109","317",".391"
"Robinson, Clint",519208,2016,5,17,8.9,".235",".332",".305","0.637","26","65",".282"
"Romine, Austin",519222,2016,4,17.6,4,".242",".382",".269","0.651","26","63",".275"
"Rupp, Cameron",519237,2016,16,27.2,5.7,".252",".447",".303","0.750","54","174",".321"
"Smolinski, Jake",519295,2016,7,13.8,6,".238",".345",".299","0.644","27","100",".284"
"Souza Jr., Steven",519306,2016,17,34,6.6,".247",".409",".303","0.712","49","176",".308"
"Stanton, Giancarlo",519317,2016,27,29.9,10.7,".240",".489",".326","0.815","74","202",".344"
"Szczur, Matt",519333,2016,5,19.5,6.5,".259",".400",".312","0.712","24","74",".305"
"Vogt, Stephen",519390,2016,14,15.6,6.6,".251",".406",".305","0.711","56","199",".305"
"Wilkins, Andy",519421,2016,1,37,11.1,".125",".292",".222","0.514","3","7",".230"
"Worth, Danny",519445,2016,0,15,2.5,".179",".231",".200","0.431","1","9",".189"
"Galvis, Freddy",520471,2016,20,21.8,4,".241",".399",".274","0.673","67","233",".284"
"Perez, Salvador",521692,2016,22,21.8,4,".247",".438",".288","0.726","64","225",".308"
"Forsythe, Logan",523253,2016,20,22.4,8.1,".264",".444",".333","0.777","52","227",".336"
"De La Rosa, Rubby",523989,2016,0,17.6,0,".071",".071",".071","0.142","1","1",".063"
"Flores, Wilmer",527038,2016,16,14.3,6.9,".267",".469",".319","0.788","49","144",".336"
"Marte, Jefry",527043,2016,15,20.8,6.3,".252",".481",".310","0.791","44","124",".335"
"Teheran, Julio",527054,2016,0,26.2,1.6,".204",".224",".220","0.444","2","11",".197"
"Holt, Tyler",534627,2016,0,23.1,11.1,".235",".296",".327","0.623","13","53",".283"
"Adleman, Tim",534947,2016,0,47.8,0,".190",".286",".190","0.476","3","6",".202"
"Nava, Daniel",537953,2016,1,20.3,6.8,".223",".292",".297","0.589","13","38",".266"
"Cabrera, Ramón",541608,2016,3,16.2,4.3,".246",".357",".279","0.636","23","61",".272"
"García, Avisaíl",541645,2016,12,25.4,7.5,".245",".385",".307","0.692","51","159",".302"
"Pérez, Hernán",541650,2016,13,21.9,4.2,".272",".428",".302","0.730","56","173",".312"
"Bethancourt, Christian",542194,2016,6,27.5,4.9,".228",".368",".265","0.633","25","71",".273"
"Pérez, Carlos",542208,2016,5,16.8,4.1,".209",".325",".244","0.569","31","87",".246"
"Inciarte, Ender",542255,2016,3,11.8,7.8,".291",".381",".351","0.732","29","199",".319"
"Ozuna, Marcell",542303,2016,23,18.9,7.1,".266",".452",".321","0.773","76","252",".330"
"Villar, Jonathan",542340,2016,19,25.6,11.6,".285",".457",".369","0.826","63","269",".356"
"Ortega, Rafael",542364,2016,1,11.4,6.5,".232",".292",".283","0.575","16","54",".257"
"Adames, Cristhian",542436,2016,2,18.4,9.4,".218",".302",".304","0.606","17","68",".274"
"Santana, Danny",542454,2016,2,22.2,4.8,".240",".326",".279","0.605","14","76",".265"
"Arcia, Oswaldo",542455,2016,8,36,8.1,".203",".366",".270","0.636","23","74",".277"
"Telis, Tomás",542513,2016,1,15.4,0,".308",".538",".308","0.846","4","7",".358"
"Anderson, Tyler",542881,2016,1,26.2,9.5,".114",".200",".205","0.405","3","7",".190"
"Bandy, Jett",542908,2016,8,16.5,4.8,".234",".392",".281","0.673","25","82",".289"
"Beckham, Tim",542921,2016,5,31.2,6.5,".247",".434",".300","0.734","16","86",".314"
"Broxton, Keon",542979,2016,9,36.1,14.8,".242",".430",".354","0.784","19","89",".343"
"Burns, Billy",542993,2016,0,11.1,3,".235",".296",".271","0.567","13","92",".247"
"Chatwood, Tyler",543022,2016,0,24.1,3.4,".189",".226",".218","0.444","4","12",".197"
"Cole, Gerrit",543037,2016,1,44.2,0,".200",".300",".220","0.520","3","12",".226"
"Conley, Adam",543045,2016,0,46.8,2.1,".122",".122",".140","0.262","3","5",".118"
"Cosart, Jarred",543054,2016,0,27.8,0,".125",".125",".125","0.250","0","2",".110"
"Crawford, Brandon",543063,2016,12,18.5,9.1,".275",".430",".342","0.772","84","238",".327"
"Cron, C.J.",543068,2016,16,16.9,5.4,".278",".467",".325","0.792","69","190",".337"
"Decker, Jaff",543094,2016,0,24.6,7,".154",".173",".211","0.384","1","9",".178"
"DeSclafani, Anthony",543101,2016,0,51.2,2.3,".122",".146",".143","0.289","1","6",".130"
"Dickerson, Alex",543105,2016,10,15.4,9.1,".257",".455",".333","0.788","37","115",".336"
"Federowicz, Tim",543148,2016,0,36.4,3,".194",".258",".212","0.470","3","8",".203"
"Friedrich, Christian",543184,2016,0,53.5,7,".054",".054",".125","0.179","2","2",".096"
"Giavotella, Johnny",543213,2016,6,10.6,3.5,".260",".376",".287","0.663","31","130",".285"
"Gillaspie, Conor",543216,2016,6,13.7,5.9,".262",".440",".307","0.747","25","84",".314"
"Gomes, Yan",543228,2016,9,26.1,3.4,".167",".327",".201","0.528","34","82",".225"
"Gose, Anthony",543238,2016,2,37.6,8.9,".209",".341",".287","0.628","7","31",".277"
"Grossman, Robbie",543257,2016,11,24.7,14.1,".280",".443",".386","0.829","37","147",".363"
"Harrison, Josh",543281,2016,4,14.6,3.4,".283",".388",".311","0.699","59","189",".301"
"Hendricks, Kyle",543294,2016,0,42.6,1.5,".138",".138",".167","0.305","2","8",".141"
"Herrmann, Chris",543302,2016,6,26.5,9.6,".284",".493",".352","0.845","28","73",".358"
"Hicks, Aaron",543305,2016,8,18.8,8.3,".217",".336",".281","0.617","31","110",".270"
"Hood, Destin",543329,2016,1,44,0,".240",".400",".240","0.640","2","10",".271"
"Hosmer, Eric",543333,2016,25,19.8,8.5,".266",".433",".328","0.761","104","262",".326"
"Joseph, Caleb",543376,2016,0,19.9,5,".174",".197",".216","0.413","0","26",".188"
"Kipnis, Jason",543401,2016,23,21.2,8.7,".275",".469",".343","0.812","82","286",".347"
"Koehler, Tom",543408,2016,0,50,1.8,".098",".098",".115","0.213","4","5",".098"
"Lamb, John",543424,2016,0,54.5,4.5,".050",".050",".095","0.145","0","1",".075"
"Lawrie, Brett",543434,2016,12,28.4,7.8,".248",".413",".310","0.723","36","145",".311"
"Mahtook, Mikie",543484,2016,3,34.7,3.6,".195",".292",".231","0.523","11","54",".229"
"McCann, James",543510,2016,12,29.2,6.2,".221",".358",".272","0.630","48","123",".273"
"Miller, Brad",543543,2016,30,24.8,7.8,".243",".482",".304","0.786","81","264",".333"
"Montgomery, Mike",543557,2016,0,45.5,0,".091",".091",".091","0.182","1","1",".080"
"Nieuwenhuis, Kirk",543590,2016,13,33.9,14.3,".209",".385",".324","0.709","44","129",".313"
"Rendon, Anthony",543685,2016,20,18.1,10,".270",".450",".348","0.798","85","255",".342"
"Roark, Tanner",543699,2016,0,33.3,6.7,".125",".141",".188","0.329","3","9",".157"
"Robertson, Daniel",543706,2016,0,14.3,4.8,".263",".316",".300","0.616","1","6",".272"
"Rusin, Chris",543734,2016,0,20,0,".172",".241",".172","0.413","3","7",".175"
"Sands, Jerry",543742,2016,1,41.4,5.2,".236",".291",".276","0.567","7","16",".252"
"Semien, Marcus",543760,2016,27,22.4,8.2,".238",".435",".300","0.735","75","247",".315"
"Shaw, Travis",543768,2016,16,25.1,8.1,".242",".421",".306","0.727","71","202",".310"
"Shuck, JB",543776,2016,4,8.7,5,".205",".299",".248","0.547","14","67",".240"
"Springer III, George",543807,2016,29,23.9,11.8,".261",".457",".359","0.816","82","294",".353"
"Strange-Gordon, Dee",543829,2016,1,15.9,5.2,".268",".335",".305","0.640","14","109",".279"
"Vázquez, Christian",543877,2016,1,21.2,5.4,".227",".308",".277","0.585","12","53",".257"
"Wong, Kolten",543939,2016,5,14.4,9.4,".240",".355",".327","0.682","23","111",".300"
"Suárez, Albert",544150,2016,0,45.8,0,".190",".286",".190","0.476","2","6",".202"
"Gregorius, Didi",544369,2016,20,13.7,3.2,".276",".447",".304","0.751","70","251",".319"
"Garcia, Leury",544725,2016,1,26,2,".229",".354",".260","0.614","5","17",".265"
"den Dekker, Matthew",544925,2016,1,25.6,10.3,".176",".294",".282","0.576","4","10",".263"
"Strasburg, Stephen",544931,2016,0,19.3,3.5,".208",".229",".240","0.469","2","11",".211"
"Franklin, Nick",545338,2016,6,22,6.3,".270",".443",".328","0.771","26","77",".331"
"Grichuk, Randal",545341,2016,24,29.5,5.9,".240",".480",".289","0.769","68","214",".325"
"Marisnick, Jake",545350,2016,5,26.7,5.1,".209",".331",".257","0.588","21","95",".257"
"Stassi, Max",545358,2016,0,38.5,0,".077",".077",".077","0.154","0","1",".068"
"Trout, Mike",545361,2016,29,20.1,17,".315",".550",".441","0.991","100","302",".418"
"Herrera, Odúbel",546318,2016,15,20.4,9.6,".286",".420",".361","0.781","49","245",".338"
"Almora Jr., Albert",546991,2016,3,17.1,4.3,".277",".455",".308","0.763","14","51",".325"
"Whalen, Rob",547007,2016,0,27.3,0,".200",".200",".200","0.400","0","2",".176"
"Wolters, Tony",547172,2016,3,23,9.1,".259",".395",".327","0.722","30","81",".312"
"Harper, Bryce",547180,2016,24,18.7,17.2,".243",".441",".373","0.814","86","223",".343"
"Pérez, Roberto",547379,2016,3,23.9,12.5,".183",".294",".285","0.579","17","45",".261"
"Kim, Hyun Soo",547957,2016,6,14.7,10.4,".302",".420",".382","0.802","22","128",".352"
"Martin, Leonys",547982,2016,15,25.9,7.6,".247",".378",".306","0.684","47","196",".298"
"Abreu, José",547989,2016,25,18,6.8,".293",".468",".353","0.821","100","292",".349"
"Verrett, Logan",548337,2016,0,54.5,0,".053",".105",".053","0.158","0","2",".065"
"Stripling, Ross",548389,2016,0,44.4,7.4,".083",".083",".154","0.237","1","2",".121"
"Romero, Stefen",552662,2016,0,21.1,5.3,".235",".294",".263","0.557","3","5",".240"
"Narváez, Omar",553882,2016,1,12,12,".267",".337",".350","0.687","10","34",".304"
"Machado, Dixon",553988,2016,0,30.8,23.1,".100",".100",".308","0.408","0","1",".227"
"Suárez, Eugenio",553993,2016,21,24.7,8.1,".248",".411",".317","0.728","70","232",".316"
"Pérez, Williams",554234,2016,0,26.3,0,".000",".000",".000","0.000","0","0",".000"
"Ackley, Dustin",554429,2016,0,12.9,11.4,".148",".148",".243","0.391","4","9",".192"
"Polanco, Gregory",570256,2016,22,20.3,9,".258",".463",".323","0.786","86","244",".331"
"Santana, Domingo",570267,2016,11,32.4,11.4,".256",".447",".345","0.792","32","110",".343"
"González, Erik",570481,2016,0,47.1,5.9,".313",".313",".353","0.666","0","5",".299"
"Alcántara, Arismendy",570489,2016,0,42.1,0,".211",".263",".211","0.474","2","5",".204"
"Sánchez, Yolmer",570560,2016,4,25.8,3.1,".208",".357",".236","0.593","21","55",".253"
"Moya, Steven",570615,2016,5,38,5,".255",".500",".290","0.790","11","47",".331"
"Ureña, José",570632,2016,0,50,4.5,".176",".176",".222","0.398","0","3",".185"
"Flores, Ramón",570717,2016,2,20.1,10.7,".205",".261",".294","0.555","19","65",".250"
"Schoop, Jonathan",570731,2016,25,21.2,3.2,".267",".454",".298","0.752","82","279",".320"
"Adams, Matt",571431,2016,16,24.8,7.6,".249",".471",".309","0.780","54","140",".331"
"Altherr, Aaron",571437,2016,4,30.4,10.1,".197",".288",".300","0.588","22","57",".266"
"Arenado, Nolan",571448,2016,41,14.8,9.8,".294",".570",".362","0.932","133","352",".386"
"Barnhart, Tucker",571466,2016,7,17.1,8.6,".257",".379",".323","0.702","51","143",".300"
"Bour, Justin",571506,2016,15,17.4,11.8,".264",".475",".349","0.824","51","133",".343"
"Ceciliani, Darrell",571553,2016,0,48.3,3.4,".111",".185",".172","0.357","1","5",".165"
"Corbin, Patrick",571578,2016,0,26.4,1.9,".306",".408",".320","0.728","4","20",".313"
"Fuentes, Rey",571681,2016,0,18.2,6.8,".317",".341",".364","0.705","5","14",".315"
"Gennett, Scooter",571697,2016,14,21.1,7,".263",".412",".317","0.729","56","205",".315"
"Goodwin, Brian",571718,2016,0,31.8,4.5,".286",".429",".318","0.747","5","18",".320"
"Hamilton, Billy",571740,2016,3,20.2,7.8,".260",".343",".321","0.664","17","141",".294"
"Haniger, Mitch",571745,2016,5,22,9.8,".229",".404",".309","0.713","17","44",".303"
"Hazelbaker, Jeremy",571757,2016,12,28.6,8,".235",".480",".295","0.775","28","96",".324"
"Hernández, Enrique",571771,2016,7,26.2,11.5,".190",".324",".283","0.607","18","70",".270"
"Holt, Brock",571788,2016,7,17.9,8.3,".255",".383",".322","0.705","34","111",".308"
"Jensen, Kyle",571812,2016,2,38.2,5.9,".194",".452",".265","0.717","7","14",".304"
"Joseph, Tommy",571830,2016,21,21.6,6.3,".257",".505",".308","0.813","47","159",".342"
"Kelly, Ty",571841,2016,1,12.7,15.5,".241",".345",".352","0.697","7","20",".311"
"Lamb, Jake",571875,2016,29,25.9,10.8,".249",".509",".332","0.841","91","266",".352"
"Maile, Luke",571912,2016,3,28.6,3.2,".227",".361",".252","0.613","15","43",".260"
"Marrero, Deven",571918,2016,0,35.7,14.3,".083",".083",".214","0.297","0","1",".161"
"Matz, Steven",571927,2016,0,24.4,8.9,".139",".222",".220","0.442","2","8",".200"
"Miller, Shelby",571946,2016,0,61.8,0,".125",".219",".125","0.344","0","7",".143"
"Muncy, Max",571970,2016,2,18,15,".186",".257",".308","0.565","8","29",".262"
"Murphy, John Ryan",571974,2016,1,21.1,5.6,".146",".220",".193","0.413","3","18",".184"
"Myers, Wil",571976,2016,28,23.7,10.1,".259",".461",".336","0.797","94","276",".341"
"Naquin, Tyler",571980,2016,14,30.7,9.9,".296",".514",".372","0.886","43","165",".374"
"Owings, Chris",572008,2016,5,18.7,4.3,".277",".416",".315","0.731","49","182",".311"
"Paulsen, Ben",572019,2016,1,27.8,5.2,".217",".304",".258","0.562","11","28",".243"
"Phegley, Josh",572033,2016,1,15.1,5.8,".256",".372",".314","0.686","10","29",".300"
"Piscotty, Stephen",572039,2016,22,20.5,7.9,".273",".457",".343","0.800","85","266",".345"
"Pollock, AJ",572041,2016,2,17.4,10.9,".244",".390",".326","0.716","4","16",".315"
"Rickard, Joey",572073,2016,5,19.1,6.4,".268",".377",".319","0.696","19","97",".304"
"Schimpf, Ryan",572114,2016,20,31.8,12.7,".217",".533",".336","0.869","51","147",".362"
"Seager, Kyle",572122,2016,30,16,10.2,".278",".499",".359","0.858","99","298",".363"
"Shaffer, Richie",572128,2016,1,33.3,9.3,".250",".438",".315","0.753","4","21",".321"
"Susac, Andrew",572180,2016,1,26.3,10.5,".235",".471",".316","0.787","2","8",".337"
"Taylor, Michael A.",572191,2016,7,32.5,5.9,".231",".376",".278","0.654","16","83",".283"
"Thompson, Trayce",572204,2016,13,25.2,9.9,".225",".436",".302","0.738","32","103",".318"
"Zunino, Mike",572287,2016,12,33.9,10.9,".207",".470",".318","0.788","31","77",".338"
"Goins, Ryan",572365,2016,3,24.5,4.6,".186",".306",".228","0.534","12","56",".232"
"Butler, Eddie",572750,2016,0,10.5,0,".067",".067",".067","0.134","0","1",".059"
"Carpenter, Matt",572761,2016,21,19.1,14.3,".271",".505",".380","0.885","68","239",".375"
"Dickerson, Corey",572816,2016,24,24.5,6,".245",".469",".293","0.762","70","239",".319"
"Dozier, Brian",572821,2016,42,20,8.8,".268",".546",".340","0.886","99","336",".370"
"Garneau, Dustin",572863,2016,1,29.3,8,".235",".368",".293","0.661","6","25",".287"
"Renda, Tony",573113,2016,0,16.4,7.5,".183",".217",".246","0.463","3","13",".213"
"Ruf, Darin",573131,2016,3,28.1,4.5,".205",".337",".236","0.573","9","28",".245"
"Saladino, Tyler",573135,2016,8,19.4,4.1,".282",".409",".315","0.724","38","122",".313"
"Straily, Dan",573185,2016,0,61.5,3.1,".019",".019",".056","0.075","1","1",".042"
"Vargas, Kennys",573627,2016,10,32.2,13.6,".230",".500",".333","0.833","20","76",".352"
"Segedin, Rob",574847,2016,2,26.5,7.2,".233",".370",".301","0.671","12","27",".292"
"Contreras, Willson",575929,2016,12,23.7,9.2,".282",".488",".357","0.845","35","123",".363"
